_id,Collection unit ID,Department,Division,Section,Collection unit name,Taxon,Taxon rank,Taxon ID,Taxon ID source,Informal taxon,Type collection,Geographic origin,Earliest geological period,Latest geological period,Item type,Preservation method,Curatorial unit type,Bibliographic level,Fond reference,Reporting count,Reporting metric used,Item count,Item count confidence,Curatorial unit count,Curatorial unit count confidence,C1: Physical accessibility,S1: Strategy/mission/research,S2: Scope and depth,S3: Significance by comparison,S4: Usage,I1: Digitisation,I2: Identification,I4: Development potential,O1: Education suitability,O3: Exhibition suitability
8577,2767,Life Sciences,LS Insects,Diptera and Siphonaptera,"Tanypezidae (dry pinned collection, British)",Tanypezidae,family,ddb83e18e8c8967b599b711a666b8409,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,2,Item count,2,Precise,2,Precise,5,4,5,3,4,3,5,4,2,2
8578,2768,Life Sciences,LS Insects,Diptera and Siphonaptera,Tanypezidae (dry pinned collection),Tanypezidae,family,ddb83e18e8c8967b599b711a666b8409,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,100,Item count,100,High,100,High,3.75,4,2,3,3,1.02,3.25,4,3.85,3.85
8579,2770,Life Sciences,LS Insects,Diptera and Siphonaptera,"Tephritidae (dry pinned collection, British)",Tephritidae,family,bd56f7df8f6a73c8b9da4ce9cf336345,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,8100,Item count,8100,High,8027,Precise,4.94,5,5,5,4,2.98,4.88,5,4,4
8580,2771,Life Sciences,LS Insects,Diptera and Siphonaptera,Tephritidae (dry pinned collection),Tephritidae,family,bd56f7df8f6a73c8b9da4ce9cf336345,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,57700,Item count,57700,High,57700,High,4,5,3,4,5,2.05,4.15,5,3.4,3.4
8581,2773,Life Sciences,LS Insects,Diptera and Siphonaptera,Tephritidae (slide collection),Tephritidae,family,bd56f7df8f6a73c8b9da4ce9cf336345,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,3446,Item count,3446,High,3446,Precise,5,5,3,4,4,4,4.8,5,3,3
8582,2774,Life Sciences,LS Insects,Diptera and Siphonaptera,"Tephritidae (spirit collection, bulk samples & sorted)",Tephritidae,family,bd56f7df8f6a73c8b9da4ce9cf336345,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,150,Item count,150,Medium,30,Precise,5,5,3,3,3,1,5,4,4,3
8583,2775,Life Sciences,LS Insects,Diptera and Siphonaptera,Teratomyzidae (dry pinned collection),Teratomyzidae,family,d2ff8786b48850248255d6f3d87ee0ee,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,66,Item count,66,Precise,66,High,5,4,5,5,3,1.16,5,4,1.8,1.8
8584,2776,Life Sciences,LS Insects,Diptera and Siphonaptera,"Ulidiidae (dry pinned collection, British)",Ulidiidae,family,d7a4e153ace598e5dbed930014b9dcf3,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,1500,Item count,1500,High,1500,High,4,4,5,4,4,1,4.8,4,4,4
8585,2777,Life Sciences,LS Insects,Diptera and Siphonaptera,Ulidiidae (dry pinned collection),Ulidiidae,family,d7a4e153ace598e5dbed930014b9dcf3,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,5300,Item count,5300,High,5300,High,3.68,4,2,4,3,1.06,3.53,4,3.85,3.85
8586,2779,Life Sciences,LS Insects,Diptera and Siphonaptera,Ulidiidae (slide collection),Ulidiidae,family,d7a4e153ace598e5dbed930014b9dcf3,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,14,Item count,14,High,14,Precise,5,4,3,3,3,1,5,3,3,3
8587,2780,Life Sciences,LS Insects,Diptera and Siphonaptera,"Ulidiidae (spirit collection, bulk samples & sorted)",Ulidiidae,family,d7a4e153ace598e5dbed930014b9dcf3,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,30,Item count,30,High,6,Precise,5,4,3,3,3,1,5,4,4,3
8588,2781,Life Sciences,LS Insects,Diptera and Siphonaptera,Xenasteiidae (dry pinned collection),Xenasteiidae,family,be123fa36a6c90d1bc1af59ab1aa86b8,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,45,Item count,45,Precise,45,High,3.75,4,3,5,3,1.04,4,4,3,3
8589,2782,Life Sciences,LS Insects,Diptera and Siphonaptera,Dyte Collection (Accessions),,,,,,,,,,Undefined,Undefined,UNDEFINED,,,18000,Item count,18000,Medium,18000,Medium,3,5,3,3,3,1.02,3.8,1,5,5
8590,2784,Life Sciences,LS Insects,Diptera and Siphonaptera,Philps Collection (Accessions),,,,,,,,,,Undefined,Undefined,UNDEFINED,,,12200,Item count,12200,Medium,12200,Medium,3,5,4,4,1,1,5,5,5,1
8591,2785,Life Sciences,LS Insects,Diptera and Siphonaptera,Ramsdale Collection (Accessions),,,,,,,,,,Undefined,Undefined,UNDEFINED,,,900,Item count,900,High,900,High,2,5,4,2,1,1,4,5,5,1
8592,2786,Life Sciences,LS Insects,Diptera and Siphonaptera,Bailey collection (Accessions),,,,,,,,,,Undefined,Undefined,UNDEFINED,,,1400,Item count,1400,High,1400,High,3,4,2,2,1,1,4,1,5,5
8593,2787,Life Sciences,LS Insects,Diptera and Siphonaptera,Nibblett Galls (nest/gall collection),,,,,,,,,,Nests,No treatment,Nest/gall,,,920,Item count,920,High,920,High,4.37,5,3,4,2,2.48,2.44,5,4,5
8594,2788,Life Sciences,LS Insects,Diptera and Siphonaptera,Leaf mines (nest/gall collection),,,,,,,,,,Nests,No treatment,Nest/gall,,,6500,Item count,6500,Medium,6500,Medium,3.3,5,3.3,4.22,2,1,4.35713,5,4,5
8595,2789,Life Sciences,LS Insects,Diptera and Siphonaptera,Clements Collection (Accessions),,,,,,,,,,Undefined,Undefined,UNDEFINED,,,514,Item count,514,Precise,514,Precise,4,5,1,1,1,1,4,5,5,1
8596,2790,Life Sciences,LS Insects,Diptera and Siphonaptera,Shillito Collection (Accessions),,,,,,,,,,Undefined,Undefined,UNDEFINED,,,800,Item count,800,High,800,High,2,4,3,2,3,1,3,2,3,3
8597,2791,Life Sciences,LS Insects,Diptera and Siphonaptera,Siphonaptera (slide collection),Siphonaptera,order,0027eb65b94a38c0866fc34d8c55e5ff,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,67000,Item count,67000,Medium,67000,Medium,4.88,5,4,4,4,1,4.94,5,3,5
8598,2792,Life Sciences,LS Insects,Diptera and Siphonaptera,"Siphonaptera (spirit collection, bulk samples & sorted)",Siphonaptera,order,0027eb65b94a38c0866fc34d8c55e5ff,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,150000,Item count,150000,Medium,6000,Medium,4.76,5,5,4,2,1,4.6,5,5,5
8599,2797,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Historical collections - Palaeobiology,Thomas Pennant Collection,,,,,Historical,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,1136,Item count,1136,Precise,1136,High,5,2,2,5,2,4,2.9,3,3,4
8600,2798,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Historical collections - Palaeobiology,Charles Koenig Collection,,,,,Historical,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,61,Item count,61,Precise,61,High,4,3,2,5,2,4,3,5,4,4
8601,2799,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Historical collections - Palaeobiology,Hans Sloan Collection,,,,,Historical,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,108,Item count,108,Precise,108,High,4,5,2,5,2,4,4,5,5,5
8602,2800,Library & Archives,LA Modern Collections,Entomology - Library,Entomology - Aleyrodoidea,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,38,Item count,38,High,38,High,4,5,5,4,5,4,5,3,3,2
8603,2801,Library & Archives,LA Modern Collections,Palaeontology - Library,Palaeontology - Protozoa - Heron Allen,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,1617,Item count,1617,Low,1617,Medium,4,4.7,5,5,5,3,5,4,3,2
8604,2802,Library & Archives,LA Modern Collections,Palaeontology - Library,Palaeontology - Ostracoda,,,,,,,,,,Language material,No treatment,Sectional library - serials/books,mixed_levels,,150,Item count,150,Low,150,Low,3,4.7,3,1,5,2.4,5,4,3,2
8605,2803,Life Sciences,LS Invertebrates,LS Arachnida and Myriapoda,Myriapoda - Diplopoda - Wet collection,Diplopoda,class,3338aa3d515a4ccde7323a35bc387d75,Catalogue of Life 2017,,,World terrestrial,,,Whole organisms,Other,Wet - IMS,,,23520,Item count,23520,Medium,3360,Medium,3.1,4.01,4,4,2,4.01,4.8,3,3,3
8606,2804,Life Sciences,LS Insects,Diptera and Siphonaptera,Simuliidae (vial collection),Simuliidae,family,5b63b5713503a33bac8ff3e00b682398,Catalogue of Life 2017,,,,,,Whole or partial organism,Undefined,Vials,,,3000,Item count,3000,Low,500,Low,2,5,3,3,1,1,2,2,4,1
8607,2805,Life Sciences,LS Insects,Diptera and Siphonaptera,Cryptochetidae (slide collection),Cryptochetidae,family,b2ee35ec3f805c961d84f67306eb0fc2,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,33,Item count,33,High,33,Precise,5,4,3,3,3,1,5,3,3,3
8608,2806,Life Sciences,LS Insects,Diptera and Siphonaptera,"Cryptochetidae (spirit collection, bulk samples & sorted)",Cryptochetidae,family,b2ee35ec3f805c961d84f67306eb0fc2,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,10,Item count,10,High,5,Precise,5,4,3,3,3,1,5,4,4,3
8609,2807,Life Sciences,LS Insects,Diptera and Siphonaptera,Strongylophthalmidae (slide collection),Strongylophthalmyiidae,family,0b6a4fa5799210e82e3e64b37f529484,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,1,Item count,1,Precise,1,Precise,5,4,3,3,3,1,5,3,3,3
8610,2808,Life Sciences,LS Insects,Diptera and Siphonaptera,"Richardiidae (spirit collection, bulk samples & sorted)",Richardiidae,family,50a025c973e197908b5fc8270423507e,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,5,Item count,5,High,1,Precise,4,4,3,3,3,1,5,4,4,3
8611,2809,Life Sciences,LS Insects,Diptera and Siphonaptera,"Ropalomeridae (spirit collection, bulk samples & sorted)",Ropalomeridae,family,6c4ce95a70174e7399c7f819a9b0d111,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,5,Item count,5,High,1,Precise,4,4,3,3,3,1,3,4,4,3
8612,2810,Life Sciences,LS Insects,Diptera and Siphonaptera,"Clusiidae (spirit collection, bulk samples & sorted)",Clusiidae,family,a5445c921a757177359ca1cc2f608e16,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,1,Item count,1,Precise,1,Precise,5,4,3,3,3,1,3,4,4,3
8613,2811,Life Sciences,LS Insects,Diptera and Siphonaptera,"Braulidae (spirit collection, bulk samples & sorted)",Braulidae,family,e4f9e0a1d147c08a97e2dc5ab9f130bd,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,2,Item count,2,Precise,1,Precise,5,4,3,3,3,1,5,4,4,3
8614,2812,Life Sciences,LS Insects,Diptera and Siphonaptera,Synoptic Collection - diptera and siphonaptera,,,,,,,,,,Undefined,Undefined,UNDEFINED,,,20000,Item count,20000,Medium,20000,Medium,5,5,4,4,5,1,4,5,5,1
8615,2813,Life Sciences,LS Insects,Diptera and Siphonaptera,Anisopodidae (slide collection),Anisopodidae,family,bf6204494cef93d1645e7a0777107a63,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,100,Item count,100,High,100,High,4,5,1,2,3,1,4,5,5,5
8616,2814,Life Sciences,LS Insects,Diptera and Siphonaptera,"Anisopodidae (spirit collection, bulk samples & sorted)",Anisopodidae,family,bf6204494cef93d1645e7a0777107a63,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,100,Item count,100,Medium,19,High,4,5,1,1,2,1,3.4,5,5,5
8617,2815,Life Sciences,LS Insects,Diptera and Siphonaptera,Bibionidae (slide collection),Bibionidae,family,9b25de0d0711bb5ff68f1fd0bd180cb6,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,70,Item count,70,High,70,High,4,5,1,2,3,1,4,5,5,5
8618,2816,Life Sciences,LS Insects,Diptera and Siphonaptera,"Bibionidae (spirit collection, bulk samples & sorted)",Bibionidae,family,9b25de0d0711bb5ff68f1fd0bd180cb6,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,750,Item count,750,Medium,100,High,4,5,1,1,2,1,4,5,5,5
8619,2817,Life Sciences,LS Insects,Diptera and Siphonaptera,Blephariceridae (slide collection),Blephariceridae,family,d879873e0228825818bc950461465b55,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,50,Item count,50,High,50,High,4,5,1,2,3,1,4,5,5,5
8620,2818,Life Sciences,LS Insects,Diptera and Siphonaptera,"Blephariceridae (spirit collection, bulk samples & sorted)",Blephariceridae,family,d879873e0228825818bc950461465b55,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,550,Item count,550,Medium,180,High,4,5,1,2,2,1,3.7,5,5,5
8621,2819,Life Sciences,LS Insects,Diptera and Siphonaptera,Brachystomatidae (slide collection),Brachystomatidae,family,223bfef9b95deb94430a69df29a3772f,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,2,Item count,2,High,2,High,4,5,1,1,3,1,4,5,5,5
8622,2820,Life Sciences,LS Insects,Diptera and Siphonaptera,Cecidomyiidae (slide collection),Cecidomyiidae,family,ade5ca7b6ce006fb7d48bc2bbcd0e234,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,15275,Item count,15275,Medium,15275,Medium,4,5,1,2,4,1,4,5,5,5
8623,2821,Life Sciences,LS Insects,Diptera and Siphonaptera,"Cecidomyiidae (spirit collection, bulk samples & sorted)",Cecidomyiidae,family,ade5ca7b6ce006fb7d48bc2bbcd0e234,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,84000,Item count,84000,Medium,3600,Medium,3,5,1,3,2,1,4,5,5,5
8624,2822,Life Sciences,LS Insects,Diptera and Siphonaptera,Chaoboridae (slide collection),Chaoboridae,family,de3bf3758f82f818fcfebca90b452ba9,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,20,Item count,20,High,20,High,4,5,2,2,3,1,4,5,5,5
8625,2823,Life Sciences,LS Insects,Diptera and Siphonaptera,"Chaoboridae (spirit collection, bulk samples & sorted)",Chaoboridae,family,de3bf3758f82f818fcfebca90b452ba9,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,2000,Item count,2000,Medium,100,High,4,5,2,2,2,1,3.4,5,5,5
8626,2824,Life Sciences,LS Insects,Diptera and Siphonaptera,Chironomidae (slide collection),Chironomidae,family,df82bd09428672183007dc400917c267,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,7310,Item count,7310,Medium,7310,Medium,4,5,1,2,4,1.02,4,5,5,5
8627,2825,Life Sciences,LS Insects,Diptera and Siphonaptera,"Chironomidae (spirit collection, bulk samples & sorted)",Chironomidae,family,df82bd09428672183007dc400917c267,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,8500,Item count,8500,Medium,1400,Medium,4,5,1,3,2,1,3.55,5,5,5
8628,2826,Life Sciences,LS Insects,Diptera and Siphonaptera,Corethrellidae (dry pinned collection),Corethrellidae,family,3f740727ed02306e1eb2fc5d261bb759,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,65,Item count,65,High,65,High,5,5,2,3,3,1,4,5,5,5
8629,2828,Life Sciences,LS Insects,Diptera and Siphonaptera,Cylindrotomidae (slide collection),Cylindrotomidae,family,662539a1eb804a2912118beaadb15c56,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,1,Item count,1,High,1,High,4,5,1,2,3,1,4,5,5,5
8630,2829,Life Sciences,LS Insects,Diptera and Siphonaptera,"Cylindrotomidae (spirit collection, bulk samples & sorted)",Cylindrotomidae,family,662539a1eb804a2912118beaadb15c56,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,50,Item count,50,Medium,25,High,3,5,1,2,2,1,4,5,5,5
8631,2830,Life Sciences,LS Insects,Diptera and Siphonaptera,Deuterophlebiidae (slide collection),Deuterophlebiidae,family,840aa5a7364dbebd7f20ab2635148131,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,9,Item count,9,High,9,High,4,5,1,2,3,1,4,5,5,5
8632,2831,Life Sciences,LS Insects,Diptera and Siphonaptera,"Deuterophlebiidae (spirit collection, bulk samples & sorted)",Deuterophlebiidae,family,840aa5a7364dbebd7f20ab2635148131,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,50,Item count,50,Medium,27,High,4,5,3,3,2,1,4,5,5,5
8633,2832,Life Sciences,LS Insects,Diptera and Siphonaptera,Dixidae (slide collection),Dixidae,family,0c1147e19b87b7ec4fc6915b7c60619d,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,295,Item count,295,High,295,High,4,5,1,2,3,1,4,5,5,5
8634,2833,Life Sciences,LS Insects,Diptera and Siphonaptera,"Dixidae (spirit collection, bulk samples & sorted)",Dixidae,family,0c1147e19b87b7ec4fc6915b7c60619d,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,200,Item count,200,Medium,100,High,4,5,1,2,2,1,4,5,5,5
8635,2834,Life Sciences,LS Insects,Diptera and Siphonaptera,Dolichopodidae (slide collection),Dolichopodidae,family,5bd9c91da57e9f6f5a801b96f76e638e,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,30,Item count,30,High,30,High,4,5,1,1,3,1,4,5,5,5
8636,2835,Life Sciences,LS Insects,Diptera and Siphonaptera,"Dolichopodidae (spirit collection, bulk samples & sorted)",Dolichopodidae,family,5bd9c91da57e9f6f5a801b96f76e638e,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,40,Item count,40,Medium,14,High,4,5,1,1,2,1,3.25,5,5,5
8637,2836,Life Sciences,LS Insects,Diptera and Siphonaptera,Empididae (slide collection),Empididae,family,59675f51e79593111ffb36dbd6a6a125,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,195,Item count,195,High,195,High,4,5,1,2,3,1,4,5,5,5
8638,2837,Life Sciences,LS Insects,Diptera and Siphonaptera,"Empididae (spirit collection, bulk samples & sorted)",Empididae,family,59675f51e79593111ffb36dbd6a6a125,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,100,Item count,100,Medium,28,High,4,5,1,1,2,1,4,5,5,5
8639,2838,Life Sciences,LS Insects,Diptera and Siphonaptera,Hybotidae (slide collection),Hybotidae,family,f4f4b7e7d2442cab6be655ad27ecb6c6,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,50,Item count,50,High,50,High,4,5,1,2,3,1,4,5,5,5
8640,2839,Life Sciences,LS Insects,Diptera and Siphonaptera,"Hybotidae (spirit collection, bulk samples & sorted)",Hybotidae,family,f4f4b7e7d2442cab6be655ad27ecb6c6,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,40,Item count,40,Medium,9,High,4,5,1,1,2,1,4,5,5,5
8641,2840,Life Sciences,LS Insects,Diptera and Siphonaptera,Limoniidae (slide collection),Limoniidae,family,1cfe54200df99eea024dd2b1bb21589b,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,270,Item count,270,High,270,High,4,5,1,2,3,1,4,5,5,5
8642,2841,Life Sciences,LS Insects,Diptera and Siphonaptera,"Limoniidae (spirit collection, bulk samples & sorted)",Limoniidae,family,1cfe54200df99eea024dd2b1bb21589b,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,600,Item count,600,Medium,200,High,3,5,1,2,2,1,4,5,5,5
8643,2842,Life Sciences,LS Insects,Diptera and Siphonaptera,Nymphomyiidae (slide collection),Nymphomyiidae,family,4a89445292a9e7c401f96cc2ea1c8827,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,12,Item count,12,High,12,High,4,5,2,2,3,1,4,5,5,5
8644,2843,Life Sciences,LS Insects,Diptera and Siphonaptera,"Nymphomyiidae (spirit collection, bulk samples & sorted)",Nymphomyiidae,family,4a89445292a9e7c401f96cc2ea1c8827,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,1,Item count,1,Medium,1,High,4,5,1,2,2,1,4,5,5,5
8645,2845,Life Sciences,LS Insects,Diptera and Siphonaptera,Pediciidae (slide collection),Pediciidae,family,49ebacfe37897ee0364f072d182fd3b4,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,30,Item count,30,High,30,High,4,5,1,2,3,1,4,5,5,5
8646,2846,Life Sciences,LS Insects,Diptera and Siphonaptera,"Pediciidae (spirit collection, bulk samples & sorted)",Pediciidae,family,49ebacfe37897ee0364f072d182fd3b4,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,34,Item count,34,Medium,34,High,3,5,1,2,2,1,4,5,5,5
8647,2847,Life Sciences,LS Insects,Diptera and Siphonaptera,Perissommatidae (slide collection),Perissommatidae,family,943372f3b379e68e649882dadd9778c7,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,2,Item count,2,High,2,High,3,5,1,2,3,1,4,5,5,5
8648,2848,Life Sciences,LS Insects,Diptera and Siphonaptera,Psychodidae (Psychodinae) (slide collection),Psychodidae,family,007373410939d18dfaec07f861333ec2,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,1625,Item count,1625,Medium,1625,Medium,4,5,1,3,3,1.02,4,5,5,5
8649,2849,Life Sciences,LS Insects,Diptera and Siphonaptera,"Psychodidae (Psychodinae) (spirit collection, bulk samples & sorted)",Psychodidae,family,007373410939d18dfaec07f861333ec2,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,3000,Item count,3000,Medium,150,High,4,5,1,1,2,1,2.2,5,5,5
8650,2850,Life Sciences,LS Insects,Diptera and Siphonaptera,Ptychopteridae (slide collection),Ptychopteridae,family,cf377d5df6e4dd8e0eff6ce8446e6f53,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,10,Item count,10,High,10,High,4,5,1,1,3,1,4,5,5,5
8651,2851,Life Sciences,LS Insects,Diptera and Siphonaptera,"Ptychopteridae (spirit collection, bulk samples & sorted)",Ptychopteridae,family,cf377d5df6e4dd8e0eff6ce8446e6f53,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,30,Item count,30,Medium,10,High,4,5,1,2,2,1,4,5,5,5
8652,2852,Life Sciences,LS Insects,Diptera and Siphonaptera,Scatopsidae (slide collection),Scatopsidae,family,cc6daeb70f889c4132631bf4f8d2eabc,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,285,Item count,285,High,285,High,4,5,2,2,3,1,4,5,5,5
8653,2853,Life Sciences,LS Insects,Diptera and Siphonaptera,"Scatopsidae (spirit collection, bulk samples & sorted)",Scatopsidae,family,cc6daeb70f889c4132631bf4f8d2eabc,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,2000,Item count,2000,Medium,200,High,4,5,1,2,2,1,3.4,5,5,5
8654,2854,Life Sciences,LS Insects,Diptera and Siphonaptera,Sciaridae (slide collection),Sciaridae,family,0278511e941bdb3bdd417ed59b390b8b,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,845,Item count,845,Medium,845,Medium,4,5,1,2,3,1,3.76,5,5,5
8655,2855,Life Sciences,LS Insects,Diptera and Siphonaptera,"Sciaridae (spirit collection, bulk samples & sorted)",Sciaridae,family,0278511e941bdb3bdd417ed59b390b8b,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,1500,Item count,1500,Medium,150,High,2,5,1,2,2,1,2.8,5,5,5
8656,2856,Life Sciences,LS Insects,Diptera and Siphonaptera,Synneuridae (slide collection),Synneuridae ,family,c0368103a34a0849070e9085dd0076cc,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,2,Item count,2,High,2,High,3,5,1,2,3,1,5,5,5,5
8657,2857,Life Sciences,LS Insects,Diptera and Siphonaptera,"Tanyderidae (spirit collection, bulk samples & sorted)",Tanyderidae,family,ea7592ce425c9c9791e824cc17ce8a11,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,10,Item count,10,Medium,4,High,4,5,1,2,2,1,4,5,5,5
8658,2858,Life Sciences,LS Insects,Diptera and Siphonaptera,Thaumaleidae (slide collection),Thaumaleidae,family,4009a894a4d8842a1dbdea5cf0e79b5c,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,10,Item count,10,High,10,High,4,5,1,2,3,1,4,5,5,5
8659,2859,Life Sciences,LS Insects,Diptera and Siphonaptera,"Thaumaleidae (spirit collection, bulk samples & sorted)",Thaumaleidae,family,4009a894a4d8842a1dbdea5cf0e79b5c,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,100,Item count,100,Medium,30,High,3,5,1,2,2,1,3.4,5,5,5
8660,2860,Life Sciences,LS Insects,Diptera and Siphonaptera,Tipulidae (slide collection),Tipulidae,family,70c59cfd36cef986baed049d0d8d674f,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,105,Item count,105,High,105,High,4,5,1,2,3,1,4,5,5,5
8661,2861,Life Sciences,LS Insects,Diptera and Siphonaptera,"Tipulidae (spirit collection, bulk samples & sorted)",Tipulidae,family,70c59cfd36cef986baed049d0d8d674f,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,400,Item count,400,Medium,160,High,3,5,1,2,2,1,3.7,5,5,5
8662,2862,Life Sciences,LS Insects,Diptera and Siphonaptera,Trichoceridae (slide collection),Trichoceridae,family,a85c0d9e9223a8f6e426a63829c84eba,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,35,Item count,35,High,35,High,4,5,1,2,3,1,4,5,5,5
8663,2863,Life Sciences,LS Insects,Diptera and Siphonaptera,"Trichoceridae (spirit collection, bulk samples & sorted)",Trichoceridae,family,a85c0d9e9223a8f6e426a63829c84eba,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,50,Item count,50,Medium,25,High,4,5,1,2,2,1,4,5,5,5
8664,2864,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Palaeoecology,Twitchett Research Collection,Mollusca,phylum,7805,Paleobiology Database,Mollusca,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,5000,Item count,5000,Medium,105,Precise,4,4,4,4,4,3,4,4,1.25,1.2
